web-scraper-order,web-scraper-start-url,selector_lapin_pigeon,selector_lapin_pigeon-href,nom,prix,adresse,image
"1737928414-500","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","Poussin bleu holande","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poussin-bleu-holande-3981130","Poussin bleu holande","30 000 CFA","Dakar, Sénégal",""
"1737928423-501","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","Mâle Brahma","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/male-brahma-3983729","Mâle Brahma","20 000 CFA","Parcelle Assainies, Dakar, Sénégal",""
"1737928428-502","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","Pigeon Mondain","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeon-mondain-3986519","Pigeon Mondain","85 000 CFA","Mbour, Sénégal",""
"1737928434-503","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","Pigeons","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeons-3989311","Pigeons","80 000 CFA","Cambérène, Dakar, Sénégal",""
"1737928440-504","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","Coq mal cochain","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/coq-mal-cochain-3990507","Coq mal cochain","65 000 CFA","Mbour, Sénégal",""
"1737928446-505","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","Pigeon français","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeon-francais-3999035","Pigeon français","25 000 CFA","Sicap Liberté, Dakar, Sénégal",""
"1737928453-506","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","Couple Brahma","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/couple-brahma-4005445","Couple Brahma","Prix sur demande","Yoff, Dakar, Sénégal",""
"1737928465-507","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","Pigeons","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeons-4009110","Pigeons","12 000 CFA","Mbour, Sénégal",""
"1737928472-508","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","Poules","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poules-4012177","Poules","35 000 CFA","Touba, Sénégal",""
"1737928477-509","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","Lapins","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/lapins-4012180","Lapins","30 000 CFA","Touba, Sénégal",""
"1737928485-510","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","Pigeon","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeon-4013190","Pigeon","50 000 CFA","Kaolack, Sénégal",""
"1737928491-511","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","Pigeons","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeons-4019426","Pigeons","15 000 CFA","Dakar, Sénégal",""
"1737928499-512","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","Couple pigeons","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/couple-pigeons-4019501","Couple pigeons","14 000 CFA","Mariste, Dakar, Sénégal",""
"1737928509-513","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","Couple mondain","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/couple-mondain-4021333","Couple mondain","90 000 CFA","Thies, Sénégal",""
"1737928516-514","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","Couple texan","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/couple-texan-4021335","Couple texan","40 000 CFA","Thies, Sénégal",""
"1737928531-515","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=3","Poulets de chair","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poulets-de-chair-4021629","Poulets de chair","3 000 CFA","Dakar, Sénégal",""
"1737928537-516","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=3","Poulet de chair","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poulet-de-chair-4028864","Poulet de chair","3 500 CFA","Rufisque, Sénégal",""
"1737928543-517","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=3","Coq cochin","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/coq-cochin-4030993","Coq cochin","50 000 CFA","Dakar, Sénégal",""
"1737928550-518","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=3","Coq Cochin","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/coq-cochin-4030997","Coq Cochin","50 000 CFA","Dakar, Sénégal",""
"1737928555-519","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=3","Perruche ondulée","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/perruche-ondulee-4033032","Perruche ondulée","20 000 CFA","Dakar, Sénégal",""
"1737928561-520","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=3","Perruches anglaise - couple","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/perruches-anglaise-couple-4033120","Perruches anglaise - couple","50 000 CFA","Dieuppeul-Derklé, Dakar, Sénégal",""
"1737928566-521","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=3","Couple voyageur blanc","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/couple-voyageur-blanc-4034942","Couple voyageur blanc","15 000 CFA","Cambérène, Dakar, Sénégal",""
"1737928572-522","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=3","Couple pigeons voyageurs","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/couple-pigeons-voyageurs-4034954","Couple pigeons voyageurs","12 000 CFA","Cambérène, Dakar, Sénégal",""
"1737928579-523","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=3","Couple angoura","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/couple-angoura-4036533","Couple angoura","30 000 CFA","Cambérène, Dakar, Sénégal",""
"1737928585-524","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=3","Poussins de chair","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poussins-de-chair-4041126","Poussins de chair","35 000 CFA","Dakar, Sénégal",""
"1737928591-525","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=3","Poulets de chairs","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poulets-de-chairs-4044027","Poulets de chairs","4 000 CFA","Ziguinchor, Sénégal",""
"1737928597-526","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=3","Poulet Braman cochin","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poulet-braman-cochin-4050193","Poulet Braman cochin","950 000 CFA","Parcelle Assainies, Dakar, Sénégal",""
"1737928604-527","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=3","Couple   Braman Cochin","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/couple-braman-cochin-4050206","Couple   Braman Cochin","95 000 CFA","Parcelle Assainies, Dakar, Sénégal",""
"1737928613-528","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=3","Coq Chochin","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/coq-chochin-4050293","Coq Chochin","95 000 CFA","Parcelle Assainies, Dakar, Sénégal",""
"1737928620-529","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=3","Lapereaux","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/lapereaux-4052032","Lapereaux","20 000 CFA","Mariste, Dakar, Sénégal",""
"1737928628-530","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=3","Lapereau Angora","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/lapereau-angora-4054751","Lapereau Angora","10 000 CFA","Niaga, Sénégal",""
"1737928634-531","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=3","Poules pondeuses","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poules-pondeuses-4055238","Poules pondeuses","Prix sur demande","Thies, Sénégal",""
"1737928640-532","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=3","Lapin nain tête de lion","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/lapin-nain-tete-de-lion-4060697","Lapin nain tête de lion","25 000 CFA","Mermoz-Sacré Coeur, Dakar, Sénégal",""
"1737928646-533","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=3","Lapin Angora","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/lapin-angora-4062470","Lapin Angora","25 000 CFA","Niaga, Sénégal",""
"1737928652-534","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=3","Lapin","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/lapin-4069804","Lapin","15 000 CFA","Rufisque, Sénégal",""
"1737928660-535","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=3","Lapin femelle Angora","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/lapin-femelle-angora-4088341","Lapin femelle Angora","20 000 CFA","Niaga, Sénégal",""
"1737928665-536","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=3","Lapin papillon","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/lapin-papillon-4097932","Lapin papillon","30 000 CFA","Dakar, Sénégal",""
"1737928670-537","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=3","Poussins cou nu","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poussins-cou-nu-4098076","Poussins cou nu","2 500 CFA","Mbao, Dakar, Sénégal",""
"1737928677-538","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=3","Poulet","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poulet-4099352","Poulet","5 000 CFA","Dakar, Sénégal",""
"1737928682-539","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=3","Poulet","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poulet-4099353","Poulet","5 000 CFA","Dakar, Sénégal",""
"1737928687-540","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=3","Coq  Brahman","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/coq-brahman-4107161","Coq  Brahman","43 000 CFA","Mbao, Dakar, Sénégal",""
"1737928694-541","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=3","Pigeon Lynx","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeon-lynx-4109590","Pigeon Lynx","10 000 CFA","Dakar Plateau, Dakar, Sénégal",""
"1737928700-542","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=3","Pigeons  voyageurs à manteau","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeons-voyageurs-a-manteau-4111707","Pigeons  voyageurs à manteau","50 000 CFA","Cambérène, Dakar, Sénégal",""
"1737928709-543","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=3","Pigeon  Mondains","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeon-mondains-4111710","Pigeon  Mondains","100 000 CFA","Cambérène, Dakar, Sénégal",""
"1737928714-544","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=3","Coq Brahman","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/coq-brahman-4119858","Coq Brahman","70 000 CFA","Mbao, Dakar, Sénégal",""
"1737928720-545","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=3","Lapereaux","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/lapereaux-4123300","Lapereaux","10 000 CFA","Niaga, Sénégal",""
"1737928726-546","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=3","Lapin","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/lapin-4125350","Lapin","15 000 CFA","Niaga, Sénégal",""
"1737928731-547","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=3","Pigeons Diamant Mandarin","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeons-diamant-mandarin-4130101","Pigeons Diamant Mandarin","30 000 CFA","Point E, Dakar, Sénégal",""
"1737928737-548","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=3","Pigeon  Paon Indien","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeon-paon-indien-4133025","Pigeon  Paon Indien","55 000 CFA","Mariste, Dakar, Sénégal",""
"1737928744-549","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=3","Pigeons texans","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeons-texans-4134077","Pigeons texans","15 000 CFA","Cambérène, Dakar, Sénégal",""
"1737928750-550","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=3","Lapereau géant fauve","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/lapereau-geant-fauve-4134335","Lapereau géant fauve","25 000 CFA","Niaga, Sénégal",""
"1737928757-551","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=3","Lapereaux","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/lapereaux-4145983","Lapereaux","10 000 CFA","Niaga, Sénégal",""
"1737928761-552","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=3","Poussins Inde","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poussins-inde-4148722","Poussins Inde","4 000 CFA","Thies, Sénégal",""
"1737928767-553","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=3","Pigeons paons indiens","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeons-paons-indiens-4155195","Pigeons paons indiens","35 000 CFA","Mariste, Dakar, Sénégal",""
"1737928774-554","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=3","Lapereaux Fauves","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/lapereaux-fauves-4158485","Lapereaux Fauves","40 000 CFA","Mbour, Sénégal",""
"1737928780-555","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=3","Pigeons","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeons-4158780","Pigeons","Prix sur demande","Thies, Sénégal",""
"1737928789-556","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=3","Couple pigeon","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/couple-pigeon-4159080","Couple pigeon","10 000 CFA","Mariste, Dakar, Sénégal",""
"1737928794-557","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=3","Pigeons frisés milanais","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeons-frises-milanais-4165971","Pigeons frisés milanais","200 000 CFA","Cambérène, Dakar, Sénégal",""
"1737928801-558","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=3","Pigeons voyageurs  manteau","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeons-voyageurs-manteau-4167562","Pigeons voyageurs  manteau","15 000 CFA","Thies, Sénégal",""
"1737928808-559","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=3","Pigeons voyageurs","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeons-voyageurs-4167567","Pigeons voyageurs","15 000 CFA","Thies, Sénégal",""
"1737928814-560","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=3","Pigeons","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeons-4167601","Pigeons","150 000 CFA","Thies, Sénégal",""
"1737928821-561","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=3","Poule hollandais","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poule-hollandais-4170233","Poule hollandais","8 000 CFA","Touba, Sénégal",""
"1737928826-562","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=3","Poulet de chair","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poulet-de-chair-4172814","Poulet de chair","3 500 CFA","Cambérène, Dakar, Sénégal",""
"1737928833-563","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=3","Pigeons Lahore","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeons-lahore-4177942","Pigeons Lahore","15 000 CFA","Dakar, Sénégal",""
"1737928839-564","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=3","Pigeon Boulant de poméranie","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeon-boulant-de-pomeranie-4178980","Pigeon Boulant de poméranie","13 000 CFA","Mariste, Dakar, Sénégal",""
"1737928844-565","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=3","Pigeon Boulant de poméranie","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeon-boulant-de-pomeranie-4178981","Pigeon Boulant de poméranie","20 000 CFA","Mariste, Dakar, Sénégal",""
"1737928852-566","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=3","Pigeons gazi","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeons-gazi-4179359","Pigeons gazi","30 000 CFA","Thies, Sénégal",""
"1737928859-567","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=3","Pigeons King","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeons-king-4179363","Pigeons King","100 000 CFA","Thies, Sénégal",""
"1737928868-568","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=3","Couple de pigeons","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/couple-de-pigeons-4179370","Couple de pigeons","35 000 CFA","Thies, Sénégal",""
"1737928874-569","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=3","Poussins","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poussins-4186084","Poussins","35 000 CFA","Cambérène, Dakar, Sénégal",""
"1737928881-570","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=3","Pigeon Padda de java","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeon-padda-de-java-4191356","Pigeon Padda de java","20 000 CFA","Point E, Dakar, Sénégal",""
"1737928888-571","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=3","Pigeon Texan","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeon-texan-4193114","Pigeon Texan","70 000 CFA","Mbour, Sénégal",""
